Employee_Id,Year_Month,Performance_Rating,Training_Hours,Overtime_Hours,Absenteeism_Days,Promotion_Flag,Salary_Increase_Flag,Monthly_Bonus,Benefits_Cost,Employee_Satisfaction,Engagement_Index,Manager_Evaluation
EMP000968,2024-12,3.98,1,14,0,FALSE,FALSE,207.75,787.49,8.6,9.5,4
EMP000969,2024-12,4.34,7,7,1,FALSE,FALSE,549.43,460.88,9.5,8.1,4
EMP000971,2024-12,4.08,2,20,1,FALSE,FALSE,320.17,900.63,6.7,6.3,4
EMP000972,2024-12,4.04,1,3,0,FALSE,FALSE,183.86,339.89,7.3,7.8,4.3
EMP000974,2024-12,3.47,0,12,0,FALSE,FALSE,192.02,804.52,7.3,6.2,3.6
EMP000975,2024-12,3.89,3,10,0,FALSE,FALSE,234.3,882.94,6.8,6.3,4.3
EMP000976,2024-12,3.9,2,19,2,FALSE,FALSE,153.31,728.68,6.9,7.2,3.9
EMP000977,2024-12,3.8,1,8,0,FALSE,FALSE,73.8,242.98,8.7,9.4,3.1
EMP000978,2024-12,2.98,0,3,0,FALSE,FALSE,39.22,207.04,7.1,7.7,3.2
EMP000979,2024-12,2.92,2,16,0,FALSE,FALSE,65.23,659.99,8.6,9.1,2.9
EMP000981,2024-12,3.45,1,10,0,FALSE,FALSE,136.29,671.69,8,7.8,3.7
EMP000982,2024-12,4.35,7,2,0,FALSE,FALSE,706.63,99.97,7.9,7.1,4.1
EMP000983,2024-12,3.86,1,5,1,FALSE,FALSE,134.81,721.29,8.6,8.9,3.9
EMP000985,2024-12,3.92,5,5,1,FALSE,FALSE,119.21,323.32,7.5,8.7,3.9
EMP000986,2024-12,4.59,5,4,2,FALSE,FALSE,257.98,322.24,6,6.4,4.8
EMP000987,2024-12,3.45,3,15,0,FALSE,FALSE,172.76,923.83,5.7,5,3.5
EMP000989,2024-12,4.04,3,13,0,FALSE,FALSE,144.37,688.54,7.4,7.9,4.6
EMP000990,2024-12,4.61,4,17,0,FALSE,FALSE,1070.08,1667.37,6.9,7.5,4.8
EMP000991,2024-12,4.51,1,3,1,FALSE,FALSE,303.66,381.79,7.7,8.5,4.8
EMP000992,2024-12,4.1,2,14,0,FALSE,FALSE,93.3,706.27,8.3,7.9,3.9
EMP000993,2024-12,4.13,2,22,0,FALSE,FALSE,886.84,1667.38,7.1,7.2,4.1
EMP000995,2024-12,4.32,4,1,1,TRUE,FALSE,246.66,94.57,7,7.7,4.7
EMP000996,2024-12,4.01,1,19,0,FALSE,FALSE,192.22,917.39,7.3,7.4,3.9
EMP000997,2024-12,4.2,1,4,2,FALSE,FALSE,165.21,74.49,8.5,7.8,3.9
EMP000998,2024-12,4.56,7,22,1,FALSE,FALSE,719.19,1147.5,7.2,7.8,4.6
EMP000999,2024-12,4.55,1,16,0,FALSE,FALSE,548.89,1214.79,8.3,8.5,4.7
EMP001000,2024-12,3.92,0,4,0,FALSE,FALSE,108.43,321.48,7.1,7.8,4.3
EMP001001,2024-12,3.52,3,12,3,FALSE,FALSE,153.25,923.59,7.3,8.1,3.4
EMP001002,2024-12,3.66,3,9,1,FALSE,FALSE,96.02,285.46,9.1,8.3,3.4
EMP001003,2024-12,3.69,1,12,1,FALSE,FALSE,141.44,670.86,8.8,9.4,3.8
EMP001005,2024-12,3.73,3,17,1,FALSE,FALSE,78.87,644.89,6.5,7.2,3.7
EMP001006,2024-12,4.18,1,14,0,FALSE,FALSE,351.43,893.21,7,7.8,4.1
EMP001008,2024-12,4.27,0,16,1,FALSE,FALSE,438.87,1051.34,6.9,6.5,4.5
EMP001009,2024-12,3.99,1,12,0,FALSE,FALSE,215.75,890.45,7.8,7.8,3.6
EMP001010,2024-12,3.93,1,22,0,FALSE,FALSE,591.54,1160.9,7.6,7.9,3.8
EMP001012,2024-12,3.53,2,16,0,FALSE,FALSE,92.38,701.28,8.8,10,3.8
EMP001014,2024-12,3.17,3,22,2,FALSE,FALSE,58.31,570.75,5.8,6,3.2
EMP001015,2024-12,4.14,3,20,1,FALSE,FALSE,406.75,898.13,8.4,9,4.5
EMP001016,2024-12,3.48,1,0,2,FALSE,FALSE,68.25,65.35,5.3,5.1,3.8
EMP001017,2024-12,3.69,4,20,0,FALSE,FALSE,357.38,964.11,6.8,7,3.4
EMP001018,2024-12,4.23,1,9,0,FALSE,FALSE,535.31,1188.22,5.9,5,4
EMP001020,2024-12,4.41,7,6,1,FALSE,FALSE,562.42,509.75,9,8.8,4.2
EMP001021,2024-12,4.16,4,16,1,FALSE,FALSE,391.77,878.89,6.9,6.2,4.3
EMP001022,2024-12,3.8,3,19,0,FALSE,FALSE,187.37,903.97,7.2,7.9,3.9
EMP001023,2024-12,4.02,2,5,0,FALSE,FALSE,236.71,361.99,7.9,8.2,3.8
EMP001024,2024-12,3.75,3,13,0,FALSE,FALSE,151.8,673.4,6.3,7,3.9
EMP001025,2024-12,4.07,3,2,2,FALSE,FALSE,226.76,386.94,7.6,8.4,4.3
EMP001026,2024-12,4.04,6,23,0,FALSE,FALSE,1169.11,1621.68,8,8.6,4.1
EMP001027,2024-12,4.5,8,23,0,FALSE,FALSE,706.42,1286.82,8.7,8.3,5
EMP001028,2024-12,3.97,2,11,1,FALSE,FALSE,84.2,565.43,8.2,7.9,4.1
EMP001029,2024-12,4.26,2,1,0,FALSE,FALSE,90.42,69.18,7.9,8.3,3.5
EMP001030,2024-12,3.58,5,14,0,FALSE,FALSE,149.38,751.64,9,9.7,3.8
EMP001031,2024-12,3.67,1,10,0,FALSE,FALSE,78.95,643.81,4.9,4.4,3.5
EMP001032,2024-12,3.83,3,16,0,FALSE,FALSE,296.61,929.34,9.5,8.5,3.7
EMP001033,2024-12,4.4,4,9,1,FALSE,FALSE,530.48,416.43,6.9,7,4.2
EMP001034,2024-12,3.86,2,9,0,FALSE,FALSE,230.61,919.34,7.5,7.9,3.8
EMP001035,2024-12,4.29,3,16,1,FALSE,FALSE,213.93,751.55,8.1,8.1,4.3
EMP001038,2024-12,3.54,3,11,0,FALSE,FALSE,92.1,692.24,7.3,7.6,3.8
EMP001039,2024-12,3.5,4,3,2,FALSE,FALSE,61.25,227.26,5.7,5.3,3.2
EMP001040,2024-12,4.43,5,20,1,FALSE,FALSE,1179.42,1650.94,7,7.6,4.3
EMP001041,2024-12,4.63,6,26,0,FALSE,FALSE,709.62,1285.77,8.6,10,4.4
EMP001043,2024-12,3.99,3,13,2,FALSE,FALSE,333.5,1022.17,8.5,9.5,3.8
EMP001044,2024-12,4.29,7,8,0,FALSE,FALSE,617.69,534.07,9.4,9,4.9
EMP001045,2024-12,4.11,3,12,0,FALSE,FALSE,420.29,1208.44,7.6,7.3,3.9
EMP001046,2024-12,4.43,7,20,0,FALSE,FALSE,896.35,1231.22,6.8,7.3,4.8
EMP001047,2024-12,4.03,0,14,2,FALSE,FALSE,415.62,935.15,7.7,8,3.9
EMP001048,2024-12,4.62,1,9,1,FALSE,FALSE,458.51,1016.81,6.8,9,4.7
EMP001049,2024-12,3.84,1,8,0,FALSE,FALSE,225.81,927.71,5.2,4.8,3.7
EMP001050,2024-12,4.09,6,25,0,FALSE,FALSE,991.81,1462.32,6.5,7.5,4
EMP001051,2024-12,3.12,2,8,2,FALSE,FALSE,150.07,699.64,4.7,4.2,3
EMP001052,2024-12,4.12,3,5,0,FALSE,FALSE,133.7,323.94,9.9,9.4,4
EMP001053,2024-12,3.66,1,6,1,FALSE,FALSE,450.4,1208,5.9,4.9,3.8
EMP001054,2024-12,4.41,4,12,2,FALSE,FALSE,381.31,989.59,7.7,6.9,4.3
EMP001055,2024-12,4.33,2,4,1,FALSE,FALSE,195.87,358.32,9.5,9.8,4.4
EMP001056,2024-12,4.3,8,6,0,FALSE,FALSE,556.15,441.58,8.4,8.2,4.7
EMP001057,2024-12,4.37,5,4,1,FALSE,FALSE,587.78,461.43,5.8,6,4.6
EMP001058,2024-12,3.07,4,16,1,FALSE,FALSE,62.78,535.7,4,6.4,2.6
EMP001059,2024-12,3.93,4,9,0,FALSE,FALSE,182.93,874.69,7.7,7.5,3.5
EMP001063,2024-12,3.72,4,14,0,FALSE,FALSE,164.69,802.77,6.9,6.6,4.2
EMP001064,2024-12,3.94,2,5,0,FALSE,FALSE,44.96,208.92,8.1,7.2,3.5
EMP001065,2024-12,4.33,8,14,0,FALSE,FALSE,1043.34,1493.93,9.7,10,3.9
EMP001066,2024-12,4.07,3,4,0,FALSE,FALSE,100.12,294.7,6.8,8.5,4.4
EMP001067,2024-12,4.34,1,2,3,FALSE,FALSE,302.69,392.24,9.2,9.7,4.8
EMP001068,2024-12,4.48,10,20,0,FALSE,FALSE,1033.45,1426.68,10,9.4,4.9
EMP001069,2024-12,4.67,7,26,0,FALSE,FALSE,2093.06,1729.06,8.9,10,4.9
EMP001070,2024-12,4.56,1,6,0,FALSE,FALSE,589.25,1178.83,7.7,8.9,4.2
EMP001071,2024-12,4.39,6,19,0,FALSE,FALSE,1177.17,1587.51,6.2,6.4,4.3
EMP001073,2024-12,3.99,2,8,0,FALSE,FALSE,181.64,823.46,6.6,7,3.6
EMP001074,2024-12,4.6,8,26,2,FALSE,FALSE,3255.15,2773.62,8.9,8.4,5
EMP001075,2024-12,4.32,7,19,1,FALSE,FALSE,2311.95,2710.04,7.2,8.1,3.7
EMP001076,2024-12,4.08,2,9,0,FALSE,FALSE,287.29,909.66,7,7.4,4.2
EMP001078,2024-12,3.23,2,4,1,FALSE,FALSE,64.95,246.15,6,5.9,2.8
EMP001079,2024-12,3.54,2,9,1,FALSE,FALSE,161.04,740.61,8.2,6.7,3.4
EMP001080,2024-12,3.76,1,0,0,FALSE,FALSE,189.96,69.08,6.3,6.7,3.6
EMP001082,2024-12,2.96,4,13,1,FALSE,FALSE,144.98,882.17,6.3,5.9,2.7
EMP001083,2024-12,4.55,6,7,0,FALSE,FALSE,684.23,627.9,10,10,4.4
EMP001084,2024-12,4,0,3,0,FALSE,FALSE,249.37,438.52,8.4,8.9,3.7
EMP001085,2024-12,4.03,5,1,2,FALSE,FALSE,31.94,47.06,7.7,9.4,3.8
EMP001086,2024-12,3.64,2,3,1,FALSE,FALSE,272.06,419.17,5.8,6.2,2.6
EMP001090,2024-12,4.45,1,6,0,TRUE,FALSE,373.01,978.14,8.1,8.5,4.4
EMP001091,2024-12,4.44,3,12,2,FALSE,FALSE,662.1,566.58,7.3,7.6,4.1
EMP001093,2024-12,4.22,4,10,0,FALSE,FALSE,426.99,459.9,7.2,7.8,4.3
EMP001094,2024-12,3.65,3,6,0,FALSE,FALSE,70.66,245.89,7.5,7.5,3.2
EMP001095,2024-12,4.25,2,21,1,FALSE,FALSE,991.6,1527.34,7.1,5.5,4.1
EMP001096,2024-12,3.49,1,20,0,FALSE,FALSE,106.84,672.21,7.9,7.3,3.7
EMP001097,2024-12,4.24,5,23,0,FALSE,FALSE,1094.66,1727.43,6.3,5.4,4.3
EMP001098,2024-12,4.13,3,21,0,FALSE,FALSE,925.5,1398.53,7.2,6,4.6
EMP001101,2024-12,4.46,5,9,0,FALSE,FALSE,624.75,603.68,9.5,10,4.2
EMP001102,2024-12,3.59,3,2,1,FALSE,FALSE,229.09,361.63,7.7,7.6,3.5
EMP001103,2024-12,4.57,6,17,0,FALSE,FALSE,1036.68,1507.88,5.9,6.1,4.7
EMP001104,2024-12,4.2,3,18,0,FALSE,FALSE,393.53,1005.38,10,9.4,4.7
EMP001105,2024-12,3.65,2,14,3,FALSE,FALSE,160.98,708.98,5.3,5.5,3.8
EMP001107,2024-12,4.46,4,6,1,FALSE,FALSE,613.6,606.19,8,6.3,4.2
EMP001108,2024-12,4.4,2,3,1,FALSE,FALSE,106.23,290.06,7.1,8.1,3.8
EMP001113,2024-12,3.86,1,1,0,FALSE,FALSE,95.31,55.93,6.5,7.2,3.8
EMP001114,2024-12,3.45,0,16,1,FALSE,FALSE,84.26,656.37,5.1,4.4,3.2
EMP001115,2024-12,4.2,1,7,1,FALSE,FALSE,107.63,282.59,7.4,8.1,4.1
EMP001116,2024-12,3.64,3,11,1,FALSE,FALSE,184.54,918.54,6.7,7.2,3.7
EMP001117,2024-12,4.11,3,7,1,FALSE,FALSE,537.67,547.02,7.3,6.6,3.8
EMP001118,2024-12,4.31,3,3,1,FALSE,FALSE,1131.28,140.76,6.9,6.4,4.1
EMP001120,2024-12,3.93,2,15,0,FALSE,FALSE,173.13,668.92,8.8,8.5,4.2
EMP001122,2024-12,3.85,4,12,2,FALSE,FALSE,400.7,1192.2,8.2,8,3.9
EMP001123,2024-12,4,5,1,0,FALSE,FALSE,376.17,108.03,6.2,7.2,3.6
EMP001124,2024-12,4.51,3,15,0,FALSE,FALSE,903.04,1303.34,9.6,9.4,4.1
EMP001126,2024-12,3.68,1,8,0,FALSE,FALSE,158.68,722.36,6,6,2.9
EMP001127,2024-12,3.87,3,11,1,FALSE,FALSE,160.82,829.2,6,5.9,3.8
EMP001128,2024-12,4.03,2,9,2,FALSE,FALSE,151.36,678.46,7.7,8.2,3.8
EMP001129,2024-12,4.35,1,14,1,FALSE,FALSE,563.72,1167.87,10,9.2,4.2
EMP001130,2024-12,3.52,2,14,4,FALSE,FALSE,92.42,655.4,8.4,10,3.5
EMP001131,2024-12,4.43,4,10,0,FALSE,FALSE,423.66,923.52,9.5,9.5,4.9
EMP001132,2024-12,3.9,2,4,1,FALSE,FALSE,141.18,325.49,7.1,7.2,3.7
EMP001133,2024-12,3.69,0,14,1,FALSE,FALSE,204.42,873.1,7.3,7.2,3.2
EMP001134,2024-12,4.28,6,19,1,FALSE,FALSE,900.95,1586.77,8.7,8.5,4.5
EMP001135,2024-12,4.74,2,17,0,FALSE,FALSE,1235.46,1607.6,9.9,10,5
EMP001136,2024-12,3.4,2,7,0,FALSE,FALSE,207.9,327.69,5.9,4.9,3.7
EMP001137,2024-12,3.8,2,18,0,FALSE,FALSE,152.37,844.04,7.7,7.3,4
EMP001138,2024-12,4.11,4,20,1,FALSE,FALSE,78.62,628.4,7.9,9.1,4.1
EMP001139,2024-12,3.86,1,18,0,FALSE,TRUE,476.37,1242.71,5.1,6.2,3.7
EMP001140,2024-12,3.85,1,15,0,FALSE,FALSE,78.62,561.12,8,6.9,3.9
EMP001141,2024-12,4.36,4,24,0,FALSE,FALSE,905.84,1604.31,8.8,9.8,4
EMP001142,2024-12,3.42,1,7,1,FALSE,FALSE,105.15,268.65,7.8,8,3.6
EMP001143,2024-12,3.92,4,17,0,FALSE,FALSE,473.29,1237.74,7.3,6.5,3.9
EMP001146,2024-12,3.37,0,16,0,FALSE,FALSE,82.06,547.2,7.1,7.4,3.2
EMP001147,2024-12,3.88,4,2,0,FALSE,FALSE,162.03,56.71,8.9,9.8,4.2
EMP001148,2024-12,4.84,3,13,1,FALSE,FALSE,1211.78,1717.5,10,9.9,5
EMP001149,2024-12,4.15,3,10,0,FALSE,FALSE,173.04,868.82,7.4,6.1,4.2
EMP001150,2024-12,3.75,2,2,0,FALSE,FALSE,61.65,256.28,6.7,6.6,4.2
EMP001151,2024-12,3.87,7,22,1,FALSE,FALSE,928.43,1417.77,5.2,5.6,4.3
EMP001152,2024-12,3.33,1,12,2,FALSE,FALSE,95.08,637.2,6.5,8.5,3.2
EMP001153,2024-12,3.84,0,15,0,FALSE,FALSE,104.3,603.64,5.2,6.1,3.4
EMP001154,2024-12,4.58,0,4,0,FALSE,FALSE,564.72,463.71,8.6,8.9,4.7
EMP001155,2024-12,4.48,2,9,1,FALSE,FALSE,599.22,582.27,7.2,8.7,4.5
EMP001156,2024-12,4.07,2,13,0,FALSE,FALSE,315.53,993.7,4.8,4.8,4.2
EMP001157,2024-12,3.87,3,11,0,FALSE,FALSE,418.92,1136.84,10,9.7,4.4
EMP001158,2024-12,4.41,6,21,1,FALSE,FALSE,983.92,1307.48,7.9,7.1,4.9
EMP001159,2024-12,4.1,2,10,0,FALSE,FALSE,158.39,696.65,7.6,8.1,4.7
EMP001160,2024-12,3.9,4,6,1,FALSE,FALSE,229.85,343.8,8.8,10,4
EMP001161,2024-12,3.85,1,2,2,FALSE,FALSE,67.05,66.04,10,9.4,4.5
EMP001162,2024-12,4.14,9,8,0,FALSE,FALSE,522.77,565.51,8.1,9.1,4
EMP001163,2024-12,3.39,3,18,3,FALSE,FALSE,147.09,710.67,7.8,7,3
EMP001165,2024-12,3.48,1,11,1,FALSE,FALSE,120.07,693.91,8.2,9.3,3.1
EMP001166,2024-12,4.2,2,9,0,FALSE,FALSE,324.92,955.06,8.3,8.4,4
EMP001167,2024-12,4.09,2,15,2,FALSE,FALSE,377.81,1109.51,7.6,7.4,4.3
EMP001168,2024-12,4.28,4,10,1,FALSE,FALSE,949.69,1503.11,8.2,7.4,4.6
EMP001169,2024-12,3.98,1,10,0,FALSE,FALSE,208.03,904.15,5,5.5,4.1
EMP001170,2024-12,4.29,5,9,0,FALSE,FALSE,746.22,628.46,7.4,6.6,4.4
EMP001172,2024-12,3.32,1,10,1,FALSE,FALSE,139.85,884.35,6.4,5.8,3.1
EMP001173,2024-12,4.08,6,20,0,FALSE,FALSE,733.13,1380.23,5.2,5.7,3.9
EMP001174,2024-12,4.29,3,6,0,FALSE,FALSE,318.71,437.66,7.1,7.2,4
EMP001175,2024-12,3.77,3,18,1,FALSE,FALSE,130.51,732.73,5.6,5.3,3.4
EMP001176,2024-12,3.95,2,13,1,FALSE,FALSE,385.32,1035.71,8.8,8,3.7
EMP001178,2024-12,3.8,1,10,1,FALSE,TRUE,183.52,809.64,8.8,8,3.8
EMP001179,2024-12,3.76,1,13,1,FALSE,FALSE,346.84,1088.64,6.1,6.6,3.4
EMP001180,2024-12,3.6,0,17,1,FALSE,FALSE,86.27,639.12,6.9,7.5,2.8
EMP001183,2024-12,4,3,15,1,FALSE,FALSE,458.1,1105.96,7.6,7.4,3.8
EMP001184,2024-12,4.43,2,6,1,FALSE,FALSE,280.48,414.25,6.7,6,3.9
EMP001185,2024-12,4.23,7,13,0,FALSE,FALSE,1069.91,1495.81,5.9,7.2,4.6
EMP001186,2024-12,4.07,1,21,2,FALSE,FALSE,979.93,1443.07,7.4,6.1,4.2
EMP001187,2024-12,3.75,1,5,0,FALSE,FALSE,163.12,894.07,6.5,6.3,3.2
EMP001190,2024-12,3.38,1,2,0,FALSE,FALSE,66.34,59.19,6.8,6.5,3.1
EMP001191,2024-12,3.43,0,14,0,FALSE,FALSE,88.4,645.09,3.4,2.2,3.8
EMP001192,2024-12,4.29,2,22,0,FALSE,FALSE,441.18,998.65,8.1,6.9,4.5
EMP001193,2024-12,4.15,1,19,1,FALSE,FALSE,153.98,713.69,7.2,7.9,4.1
EMP001195,2024-12,3.93,3,12,1,FALSE,FALSE,189.74,737.96,6.1,7.5,4.5
EMP001197,2024-12,4,1,14,1,FALSE,FALSE,344.48,921.69,6.6,5.2,4.3
EMP001198,2024-12,4.47,3,24,1,FALSE,FALSE,911.23,1182.4,9.7,9.4,4.3
EMP001200,2024-12,3.28,4,15,1,FALSE,FALSE,88.47,726.35,7.5,7.8,3.4
EMP001203,2024-12,4.37,5,11,0,FALSE,FALSE,816.57,633.43,9.3,10,4.4
EMP001204,2024-12,3.76,3,5,2,FALSE,FALSE,53.06,191,7.8,7.4,3.9
EMP001205,2024-12,3.68,5,3,1,FALSE,FALSE,70.48,56.55,9.4,9.5,3.4
EMP001206,2024-12,3.59,0,12,0,FALSE,FALSE,90.94,612.78,5.2,4.7,2.9
EMP001207,2024-12,3.53,1,0,0,FALSE,FALSE,65.19,65.1,7.5,6.2,3.8
EMP001208,2024-12,4.18,3,0,0,FALSE,FALSE,151.61,82.64,6.1,8.6,3.6
EMP001209,2024-12,3.19,1,12,4,FALSE,FALSE,59.3,544.63,7.2,7,3.2
EMP001211,2024-12,4.27,5,15,0,FALSE,FALSE,806.35,1217.91,8.4,7.6,4.3
EMP001212,2024-12,4.02,1,10,1,FALSE,FALSE,394.58,1127.66,8.8,9.1,4.1
EMP001213,2024-12,3.45,3,15,1,FALSE,FALSE,107.62,716.44,7.6,7.8,3.4
EMP001214,2024-12,4.94,6,26,1,FALSE,FALSE,976.31,1418.51,9.5,9.1,4.3
EMP001215,2024-12,3.84,1,16,0,FALSE,FALSE,404.52,961.54,5,5.1,4.1
EMP001217,2024-12,3,0,11,2,FALSE,FALSE,135.35,715.23,4.5,4.3,3.5
EMP001218,2024-12,4.24,5,18,0,FALSE,FALSE,938.15,1525.43,7.9,7.5,4.2
EMP001219,2024-12,3.48,2,9,2,FALSE,FALSE,279.09,1014.08,6.5,7.2,3.7
EMP001220,2024-12,3.56,3,9,2,FALSE,FALSE,154.83,842.45,7,7,3.7
EMP001222,2024-12,3.6,2,15,1,FALSE,FALSE,142.23,722.18,6.9,5.3,4.1
EMP001223,2024-12,3.96,4,10,1,FALSE,FALSE,108.53,602.9,7.2,7,4.2
EMP001224,2024-12,3.7,1,13,0,FALSE,FALSE,356.08,1169.19,6.1,5,3.8
EMP001225,2024-12,4.43,1,2,1,FALSE,FALSE,967.27,100.79,9.1,8.7,4.3
EMP001226,2024-12,3.58,2,5,0,FALSE,FALSE,116.92,291.39,8,7.2,3.5
EMP001227,2024-12,3.82,0,11,1,FALSE,FALSE,149.48,668.86,9.4,8.4,3.7
EMP001228,2024-12,4.21,10,25,1,FALSE,FALSE,888.06,1576.2,7.9,8.7,4.2
EMP001229,2024-12,3.24,4,6,0,FALSE,FALSE,80.94,635.78,7.1,7.3,3.5
EMP001230,2024-12,4.13,5,8,1,FALSE,FALSE,520.13,623.58,6.1,5.5,3.1
EMP001232,2024-12,3.72,6,10,0,FALSE,FALSE,165.87,769.95,9.8,9,3.3
EMP001233,2024-12,4.69,2,17,1,FALSE,FALSE,488.72,1139.06,7.6,6.6,4.6
EMP001234,2024-12,3.89,3,15,2,FALSE,FALSE,362.13,1151.72,6.6,7.4,3.3
EMP001235,2024-12,4.28,7,19,0,FALSE,FALSE,690.62,1324.33,8.6,9.2,4.3
EMP001236,2024-12,4.25,2,13,0,FALSE,FALSE,412.11,951.6,8.2,9.1,4.3
EMP001237,2024-12,4.18,4,16,0,FALSE,FALSE,699.95,1182.23,8.6,8.5,4.4
EMP001238,2024-12,4.05,5,7,1,FALSE,FALSE,392.58,949.4,8.4,8.7,3.6
EMP001239,2024-12,4.41,5,3,0,FALSE,FALSE,584.61,635.29,9.3,8.8,4.9
EMP001240,2024-12,3.57,2,16,0,FALSE,TRUE,106.94,698.66,6.1,6.2,3.8
EMP001241,2024-12,4.58,4,32,0,FALSE,FALSE,3456.9,3031.77,9.2,10,4.6
EMP001242,2024-12,4.49,4,19,0,FALSE,FALSE,875.48,1429.62,6.9,8,4.4
EMP001244,2024-12,3.14,2,14,0,FALSE,FALSE,96.95,707.5,7.5,7.6,2.9
EMP001246,2024-12,4.06,2,20,0,FALSE,FALSE,164.86,677.45,7.4,8,4
EMP001247,2024-12,3.51,2,8,1,FALSE,FALSE,94.48,624.88,8.6,8.1,3.6
EMP001249,2024-12,4.42,5,5,0,FALSE,FALSE,724.99,625.63,6.5,6.1,4.4
EMP001250,2024-12,3.89,1,13,1,FALSE,FALSE,91.62,671.67,6.6,6.2,4.1
EMP001251,2024-12,4.02,0,4,0,FALSE,FALSE,116.13,271.09,8.1,8.5,3.5
EMP001252,2024-12,4.07,1,3,1,FALSE,FALSE,92.46,258.79,7.3,8.4,4
EMP001254,2024-12,3.58,3,15,3,FALSE,FALSE,368.72,1226.63,6.5,5.9,3.8
EMP001255,2024-12,3.55,2,4,0,FALSE,FALSE,67.2,250.3,7,5.6,3.4
EMP001256,2024-12,4.1,2,12,0,FALSE,FALSE,366.43,1178.19,7.2,7,3.8
EMP001257,2024-12,3.94,1,11,2,FALSE,FALSE,91.21,617.61,6.7,6.3,3.9
EMP001258,2024-12,3.86,2,14,0,FALSE,FALSE,338.69,1114.42,7.7,8.1,3.6
EMP001259,2024-12,3.91,0,13,1,FALSE,FALSE,205.6,848.6,9.2,9.6,3.7
EMP001260,2024-12,4.16,4,13,1,FALSE,FALSE,930.02,1320.25,7.3,7.5,4.2
EMP001263,2024-12,4.04,2,18,1,FALSE,FALSE,960.76,1321.44,7.8,9.4,3.6
EMP001264,2024-12,3.68,1,16,0,FALSE,TRUE,162.9,722.09,6.1,5.8,3.4
EMP001266,2024-12,4.4,5,25,0,FALSE,FALSE,1066.96,1676.29,8.7,8.1,4
EMP001268,2024-12,3.76,1,2,0,FALSE,FALSE,52.2,203.29,7.8,7.7,4.3
EMP001269,2024-12,3.64,0,10,0,FALSE,FALSE,372.66,1008.93,8.4,8,3.9
EMP001271,2024-12,3.98,3,15,0,FALSE,FALSE,161.34,676.14,7.7,9.4,3.6
EMP001272,2024-12,3.8,2,8,0,FALSE,FALSE,162.58,880.55,6.3,6.5,3.4
EMP001274,2024-12,3.91,3,3,0,FALSE,FALSE,360.75,106.02,8.9,8.9,4.3
EMP001275,2024-12,3.84,1,2,0,FALSE,FALSE,222.68,69.3,8,7.9,4.2
EMP001277,2024-12,4.26,1,16,1,FALSE,FALSE,940.24,1401.46,8,8.1,4.4
EMP001279,2024-12,3.8,1,14,1,FALSE,FALSE,86.39,692.2,6,5.7,4
EMP001280,2024-12,3.94,3,14,0,FALSE,FALSE,160.49,715.91,8.7,7.9,3.9
EMP001281,2024-12,3.77,2,6,1,FALSE,FALSE,45.97,196.56,7.7,7.3,4.1
EMP001283,2024-12,4.08,1,1,1,FALSE,FALSE,79.93,68.49,7.4,7.1,4.4
EMP001284,2024-12,4.15,1,9,0,FALSE,FALSE,357.43,916.44,7.4,7,3.7
EMP001285,2024-12,4.06,4,2,2,FALSE,FALSE,738.29,97.96,6.8,6,3.6
EMP001286,2024-12,4.21,2,18,2,FALSE,FALSE,152.34,674.47,7.1,7,4.5
EMP001287,2024-12,3.91,2,5,1,FALSE,FALSE,265.4,378.35,7.8,7.3,4
EMP001288,2024-12,4.05,2,2,1,FALSE,FALSE,66.89,57.01,8,9,4.2
EMP001289,2024-12,4.16,1,8,1,FALSE,FALSE,255.14,359.9,7.1,6.7,3.5
EMP001290,2024-12,2.7,0,6,0,FALSE,FALSE,45.8,248.73,6.8,7.6,2.4
EMP001293,2024-12,3.96,4,5,1,FALSE,FALSE,248.78,349.64,7.3,6.2,4.2
EMP001296,2024-12,4.06,8,8,0,FALSE,FALSE,531.25,600.97,9,8.8,3.3
EMP001297,2024-12,3.58,5,17,0,FALSE,FALSE,156.71,783.01,7,6.3,3.7
EMP001298,2024-12,4.08,6,13,0,FALSE,FALSE,497.72,1213,6.5,6,4.3
EMP001299,2024-12,4.05,1,5,1,FALSE,FALSE,176.85,340.25,5.6,4.9,3.7
EMP001301,2024-12,3.88,6,24,4,FALSE,TRUE,923.02,1586.36,9.6,9.3,4.1
EMP001304,2024-12,3.47,4,13,0,FALSE,FALSE,105.6,658.97,7,6.3,3.4
EMP001305,2024-12,3.89,1,7,1,FALSE,FALSE,445.93,1243.47,8.7,9,3.6
EMP001306,2024-12,3.35,1,9,0,FALSE,FALSE,150.76,701.63,7,9.3,3.4
EMP001307,2024-12,3.72,0,1,1,FALSE,FALSE,180.7,85.72,7.3,7.1,3.9
EMP001308,2024-12,4.48,2,10,1,FALSE,FALSE,298.64,879.65,8.1,7.3,4.6
EMP001309,2024-12,3.67,2,11,0,FALSE,FALSE,133.18,722.64,7.1,7.8,3.7
EMP001311,2024-12,3.78,3,16,1,FALSE,FALSE,155.13,687.99,8.6,7.8,3.3
EMP001312,2024-12,3.37,1,14,1,FALSE,FALSE,142.56,890.84,6.5,6.2,3.5
EMP001313,2024-12,3.58,2,18,1,FALSE,FALSE,64.05,559.26,8.2,9.4,4.6
EMP001314,2024-12,4.08,0,17,0,FALSE,FALSE,190.17,763.16,9.4,9.4,4
